crashid,cartodbid,on_street_name,cross_street_name,date_time,latitude,longitude,borough,zip_code,socrata_id,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrian_injured,number_of_pedestrian_killed,number_of_persons_injured,number_of_persons_killed,contributing_factors,vehicle_types
3147,2717803,115 AVENUE,,2019-11-29 13:30:00+00,40.680042,-73.80894,Queens,,4249500,0,0,1,0,0,0,1,0,"Traffic Control Disregarded,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan"
3148,2717804,BRIGHTON 4 STREET,,2019-11-29 06:45:00+00,40.575714,-73.96301,Brooklyn,11235,4250541,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Taxi
3149,2717806,HEMPSTEAD AVENUE,,2019-11-29 22:30:00+00,40.712116,-73.73118,Queens,11429,4249520,0,0,3,0,0,0,3,0,"Failure to Yield Right-of-Way,Unspecified",Sedan
3150,2717813,170 STREET,,2019-11-29 11:09:00+00,40.700035,-73.78673,Queens,11433,4249344,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
3151,2717836,BROADWAY,,2019-11-29 01:35:00+00,40.821384,-73.95415,Manhattan,10031,4249200,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
3152,2717818,ALLERTON AVENUE,,2019-11-29 13:02:00+00,40.865246,-73.845314,Bronx,10469,4251236,0,0,1,0,0,0,1,0,"Turning Improperly,Following Too Closely,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3153,2717843,31 STREET,,2019-11-29 19:05:00+00,40.767647,-73.92078,Queens,11102,4249757,1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper,Unspecified","Sedan,Bike"
3154,2717847,MAPLE STREET,,2019-11-29 15:00:00+00,40.661148,-73.945496,Brooklyn,,4249617,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
3155,2717848,EAST 172 STREET,,2019-11-29 19:54:00+00,40.833736,-73.88881,Bronx,10460,4249730,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
3156,2717849,21 AVENUE,,2019-11-29 15:00:00+00,40.770123,-73.89655,Queens,11370,4249764,0,0,0,0,1,0,1,0,Glare,Station Wagon/Sport Utility Vehicle
3157,2717874,RF WAGNER SR PLACE,,2019-11-29 02:11:00+00,,,,,4250791,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3158,2717869,HOXIE DRIVE,,2019-11-29 22:00:00+00,40.75706,-73.75535,Queens,11364,4252212,0,0,1,0,0,0,1,0,"Lost Consciousness,Unspecified","Sedan,Sedan"
3159,2717872,RIVERDALE AVENUE,,2019-11-29 09:36:00+00,40.908436,-73.90368,Bronx,,4250107,0,0,0,0,1,0,1,0,Unspecified,Bus
3160,2717875,FULTON STREET,,2019-11-29 17:10:00+00,40.67903,-73.9246,Brooklyn,,4250049,0,0,0,0,1,0,1,0,View Obstructed/Limited,Sedan
3161,2717889,ELDERTS LANE,,2019-11-29 21:10:00+00,,,,,4250310,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
3162,2717900,EDGEWATER ROAD,,2019-11-29 18:06:00+00,40.817352,-73.88339,Bronx,,4249665,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3163,2717892,STOCKHOLM STREET,,2019-11-29 17:00:00+00,40.706062,-73.91626,Brooklyn,,4250396,0,0,1,0,0,0,1,0,"Following Too Closely,Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck"
3164,2717903,CRESCENT STREET,,2019-11-29 14:30:00+00,40.75694,-73.93464,Queens,11106,4249771,0,0,2,0,0,0,2,0,"Traffic Control Disregarded,Unspecified","Sedan,Sedan"
3165,2717886,65 PLACE,,2019-11-29 08:45:00+00,40.746048,-73.89903,Queens,11377,4249421,0,0,0,0,0,1,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3166,2717897,EAST 7 STREET,,2019-11-29 19:30:00+00,40.589237,-73.96245,Brooklyn,11235,4250545,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Taxi,Sedan,Sedan"
3167,2717908,CRESCENT STREET,,2019-11-29 04:25:00+00,40.75974,-73.93195,Queens,,4249763,0,0,1,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3168,2717909,BRONX RIVER PARKWAY,,2019-11-29 06:45:00+00,40.840836,-73.87258,Bronx,,4249439,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3169,2717954,BELT PARKWAY RAMP,,2019-11-29 20:55:00+00,,,,,4252673,0,0,1,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3170,2717940,62 DRIVE,,2019-11-29 15:00:00+00,40.73093,-73.864586,Queens,11374,4249486,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Sedan,Sedan"
3171,2717934,4 AVENUE,,2019-11-29 14:11:00+00,40.62576,-74.027145,Brooklyn,,4249407,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Unspecified","Pick-up Truck,Sedan"
3172,2717960,60 STREET,,2019-11-29 15:00:00+00,40.636826,-74.011765,Brooklyn,11220,4249431,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Bike"
3173,2717974,CHURCH AVENUE,,2019-11-29 20:00:00+00,40.64297,-73.97903,Brooklyn,11218,4250439,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
3174,2717968,BRIGHTON BEACH AVENUE,,2019-11-29 18:38:00+00,40.577995,-73.95964,Brooklyn,11235,4250547,0,0,0,0,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bus
3175,2717965,BELT PARKWAY,,2019-11-29 12:30:00+00,40.66735,-73.76994,Queens,,4250124,0,0,1,0,0,0,1,0,"Illnes,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3176,2717999,EAST 98 STREET,,2019-11-29 04:30:00+00,40.656784,-73.91379,Brooklyn,,4249446,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Sedan,E-Sco"
3177,2717987,HENRY HUDSON PARKWAY,,2019-11-29 13:25:00+00,40.82156,-73.95836,Manhattan,,4249441,0,0,1,0,0,0,1,0,"Aggressive Driving/Road Rage,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3178,2717997,,57-19     HOFFMAN DRIVE,2019-11-29 09:15:00+00,40.733894,-73.873726,Queens,11373,4249977,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Van,Bike"
3179,2718015,LAURELTON PARKWAY,,2019-11-29 15:15:00+00,40.681473,-73.72776,Queens,,4249449,0,0,1,0,0,0,1,0,"Reaction to Uninvolved Vehicle,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3180,2718010,COOPER AVENUE,,2019-11-29 15:20:00+00,40.69855,-73.8893,Queens,11385,4249528,0,0,4,0,0,0,4,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Sedan"
3181,2718028,ESSEX STREET,,2019-11-29 14:00:00+00,40.71983,-73.98755,Manhattan,,4251602,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3182,2718038,LONG ISLAND EXPRESSWAY,,2019-11-29 00:13:00+00,40.73736,-73.934074,Queens,,4249018,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3183,2718039,,327       EAST 149 STREET,2019-11-29 17:00:00+00,40.816826,-73.92056,Bronx,10451,4250625,1,0,0,0,0,0,1,0,"Turning Improperly,Unsafe Lane Changing","Taxi,Bike"
3184,2718035,BORDEN AVENUE,,2019-11-29 23:08:00+00,40.72773,-73.90674,Queens,,4249621,0,0,1,0,0,0,1,0,"Brakes Defective,Driver Inattention/Distraction","Sedan,Sedan"
3185,2718068,SUNRISE HIGHWAY,,2019-11-29 09:41:00+00,40.665558,-73.72985,Queens,11422,4251925,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Tractor Truck Diesel"
3186,2718053,MAIN STREET,,2019-11-29 13:14:00+00,40.749348,-73.82585,Queens,11355,4249785,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3187,2718063,RIVERDALE AVENUE,,2019-11-29 20:55:00+00,40.662533,-73.8983,Brooklyn,11207,4250355,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
3188,2718056,UTICA AVENUE,,2019-11-29 05:00:00+00,40.62356,-73.927376,Brooklyn,11234,4251940,0,0,1,0,0,0,1,0,Unspecified,Sedan
3189,2718067,60 STREET,,2019-11-29 17:00:00+00,40.638153,-74.01397,Brooklyn,11220,4249425,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
3190,2718078,CORONA AVENUE,,2019-11-29 10:15:00+00,40.74245,-73.87238,Queens,11373,4249976,0,0,3,0,0,0,3,0,"Alcohol Involvement,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3191,2718075,185 STREET,,2019-11-29 17:05:00+00,40.740658,-73.789635,Queens,11365,4249452,0,0,1,0,0,0,1,0,"Accelerator Defective,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Tow Truck / Wrecker"
3192,2718086,,118-11    ATLANTIC AVENUE,2019-11-29 20:00:00+00,40.69387,-73.82876,Queens,11418,4251129,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
3193,2718119,MAJOR DEEGAN EXPRESSWAY RAMP,,2019-11-29 09:30:00+00,,,,,4250097,0,0,2,0,0,0,2,0,"Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan"
3194,2718102,,281       BRIELLE AVENUE,2019-11-29 12:00:00+00,40.59774,-74.13218,Staten Island,,4250546,0,0,2,0,0,0,2,0,"Following Too Closely,Following Too Closely,Unspecified","Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
3195,2718116,EAST 12 STREET,,2019-11-29 13:45:00+00,40.607693,-73.960915,Brooklyn,11229,4250466,0,0,0,0,1,0,1,0,Unspecified,Bus
3196,2718127,KNAPP STREET,,2019-11-29 06:05:00+00,,,,,4249101,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3197,2718141,205 STREET,,2019-11-29 11:25:00+00,40.759098,-73.7788,Queens,,4249488,0,0,0,0,1,0,1,0,Unspecified,Taxi
3198,2718122,84 STREET,,2019-11-29 12:49:00+00,40.685722,-73.85738,Queens,11421,4250301,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3199,2718125,65 PLACE,,2019-11-29 10:00:00+00,40.735615,-73.899994,Queens,11377,4249457,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
3200,2718137,50 STREET,,2019-11-29 13:35:00+00,40.74273,-73.91499,Queens,11377,4249436,0,0,4,0,0,0,4,0,"Driver Inexperience,Driver Inexperience","Station Wagon/Sport Utility Vehicle,Sedan"
3201,2718160,MASON AVENUE,,2019-11-29 08:30:00+00,40.586597,-74.08684,Staten Island,10305,4249862,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3202,2718165,WEST 145 STREET,,2019-11-29 21:40:00+00,40.822834,-73.941925,Manhattan,,4250530,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
3203,2718158,OLINVILLE AVENUE,,2019-11-29 00:12:00+00,40.8753,-73.86813,Bronx,10467,4249287,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified",Station Wagon/Sport Utility Vehicle
3204,2718159,BEACH CHANNEL DRIVE,,2019-11-29 15:05:00+00,40.594044,-73.78914,Queens,11692,4249408,0,0,4,0,0,0,4,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Sedan"
3205,2718170,LINDEN BOULEVARD,,2019-11-29 05:34:00+00,40.653442,-73.93639,Brooklyn,,4252161,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3206,2718183,EASTERN PARKWAY,,2019-11-29 22:35:00+00,40.669476,-73.919975,Brooklyn,11233,4249571,0,0,4,0,0,0,4,0,"Unspecified,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3207,2718185,FARRAGUT ROAD,,2019-11-29 14:34:00+00,40.636448,-73.94513,Brooklyn,11210,4250039,0,0,0,0,1,0,1,0,Unspecified,Sedan
3208,2718186,18 AVENUE,,2019-11-29 12:00:00+00,40.62432,-73.98497,Brooklyn,11204,4250423,0,0,0,0,1,0,1,0,Unspecified,Taxi
3209,2718199,WEST 59 STREET,,2019-11-29 17:00:00+00,,,,,4250086,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Driver Inattention/Distraction","Taxi,Taxi"
3210,2718203,BRUCKNER EXPRESSWAY,,2019-11-28 00:00:00+00,,,,,4249107,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
3211,2718208,FLATBUSH AVENUE,,2019-11-28 21:17:00+00,40.625546,-73.93998,Brooklyn,,4249837,0,0,3,0,0,0,3,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3212,2718207,WEST 42 STREET,,2019-11-28 04:50:00+00,40.756035,-73.98695,Manhattan,,4249983,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3213,2718219,,920       EAST 174 STREET,2019-11-28 15:54:00+00,40.837315,-73.88763,Bronx,10460,4249728,0,0,0,0,1,0,1,0,Unspecified,Taxi
3214,2718223,7 AVENUE,,2019-11-28 19:24:00+00,40.824184,-73.937225,Manhattan,10039,4251354,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
3215,2718225,CROSS BRONX EXPY,,2019-11-28 17:15:00+00,40.844883,-73.907295,Bronx,,4249804,0,0,2,0,0,0,2,0,"Unsafe Speed,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Sedan"
3216,2718226,ASTORIA BOULEVARD,,2019-11-28 05:30:00+00,40.76199,-73.86934,Queens,11369,4249376,0,0,2,0,0,0,2,0,"Turning Improperly,Unspecified","Box Truck,Sedan"
3217,2718251,ROCKAWAY BOULEVARD,,2019-11-28 16:50:00+00,,,,,4248986,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
3218,2718257,STATEN ISLAND EXPRESSWAY,,2019-11-28 20:30:00+00,,,,,4249594,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
3219,2718242,TRINITY PLACE,,2019-11-28 00:22:00+00,40.70777,-74.01297,Manhattan,10006,4249534,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Taxi,E-Bik"
3220,2718284,TYSENS LANE,,2019-11-28 06:30:00+00,40.568428,-74.123955,Staten Island,10306,4249855,0,0,2,0,0,0,2,0,"Passing or Lane Usage Improper,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3221,2718287,EMPIRE BOULEVARD,,2019-11-28 21:15:00+00,40.663754,-73.937164,Brooklyn,,4251315,0,0,3,0,0,0,3,0,"Alcohol Involvement,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
3222,2718309,COLLEGE POINT BOULEVARD,,2019-11-28 23:35:00+00,40.746902,-73.834694,Queens,,4249034,0,0,2,0,0,0,2,0,"Traffic Control Disregarded,Traffic Control Disregarded","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3223,2718320,SMITH STREET,,2019-11-28 00:08:00+00,40.690468,-73.9879,Brooklyn,11201,4248848,0,0,0,0,1,0,1,0,Unspecified,Taxi
3224,2718322,AVENUE N,,2019-11-28 12:25:00+00,40.619247,-73.92208,Brooklyn,11234,4251292,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
3225,2718314,WESTCHESTER AVENUE,,2019-11-28 20:19:00+00,40.83082,-73.87001,Bronx,10472,4249254,0,0,2,0,0,0,2,0,Unspecified,Sedan
3226,2718315,,127       UTICA AVENUE,2019-11-28 23:50:00+00,40.674488,-73.93058,Brooklyn,11213,4249030,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3227,2718340,EAST 62 STREET,,2019-11-28 15:04:00+00,40.760536,-73.95836,Manhattan,10065,4250577,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike
3228,2718343,STEINWAY STREET,,2019-11-28 20:40:00+00,40.76943,-73.91025,Queens,,4249766,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Passing or Lane Usage Improper","Convertible,Taxi"
3229,2718349,BOYLAND STREET,,2019-11-28 09:20:00+00,40.665207,-73.91252,Brooklyn,11212,4253272,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3230,2718375,TRIBOROUGH BRIDGE,,2019-11-28 07:22:00+00,,,,,4248996,0,0,1,0,0,0,1,0,Lost Consciousness,Sedan
3231,2718363,GLEASON AVENUE,,2019-11-28 23:54:00+00,40.830647,-73.86058,Bronx,10472,4249383,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Sedan"
3232,2718373,LIBERTY AVENUE,,2019-11-28 01:06:00+00,40.675755,-73.88738,Brooklyn,,4249149,0,0,8,0,0,0,8,0,"Traffic Control Disregarded,Unspecified","Sedan,Sedan"
3233,2718355,WEST 82 STREET,,2019-11-28 21:00:00+00,40.783897,-73.97407,Manhattan,10024,4249557,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
3234,2718396,PINE STREET,,2019-11-28 15:31:00+00,,,,11208,4249143,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3235,2718384,WEST 133 STREET,,2019-11-28 00:55:00+00,40.81401,-73.94466,Manhattan,,4248855,1,0,0,0,0,0,1,0,"Unsafe Speed,Unspecified","Sedan,Bike"
3236,2718394,EAST 149 STREET,,2019-11-28 11:35:00+00,40.814934,-73.91496,Bronx,,4249069,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3237,2718378,EAST 90 STREET,,2019-11-28 02:50:00+00,40.779434,-73.94752,Manhattan,,4249161,1,0,0,0,0,0,1,0,"Alcohol Involvement,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
3238,2718410,FDR DRIVE,,2019-11-28 22:28:00+00,40.762676,-73.954346,Manhattan,,4249160,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Motorbike"
3239,2718420,170 STREET,,2019-11-28 22:50:00+00,40.710342,-73.79161,Queens,11432,4249208,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Sedan,Sedan"
3240,2718403,AVENUE P,,2019-11-28 20:40:00+00,40.610504,-73.95767,Brooklyn,11229,4249049,0,0,1,0,0,0,1,0,"Turning Improperly,Unspecified","Sedan,Sedan"
3241,2718422,LINDEN BOULEVARD,,2019-11-28 10:00:00+00,40.691948,-73.730675,Queens,11411,4248940,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3242,2718432,COLONIAL ROAD,,2019-11-28 18:17:00+00,40.6256,-74.03608,Brooklyn,11209,4249187,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Sedan
3243,2718458,14 STREET,,2019-11-28 10:30:00+00,40.665028,-73.98646,Brooklyn,11215,4251244,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3244,2718452,EAST 163 STREET,,2019-11-28 15:03:00+00,40.820988,-73.89491,Bronx,10459,4251555,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3245,2718455,,1307      NOSTRAND AVENUE,2019-11-28 12:45:00+00,40.65495,-73.95001,Brooklyn,11226,4250023,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Bus"
3246,2718465,WORTMAN AVENUE,,2019-11-28 23:50:00+00,40.65759,-73.8835,Brooklyn,,4249147,0,0,0,0,2,0,2,0,Traffic Control Disregarded,Sedan
3247,2718457,10 AVENUE,,2019-11-28 02:50:00+00,40.764683,-73.99179,Manhattan,10019,4251332,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3248,2718467,FDR DRIVE,,2019-11-28 02:50:00+00,40.749172,-73.967026,Manhattan,,4248999,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Van,Sedan"
3249,2718491,VERRAZANO BRIDGE UPPER,,2019-11-28 07:26:00+00,,,,,4251498,0,0,1,0,0,0,1,0,"Other Vehicular,Unsafe Speed","Pick-up Truck,Sedan"
3250,2718490,AVENUE OF THE AMERICAS,,2019-11-28 00:00:00+00,40.75108,-73.98686,Manhattan,10018,4256176,0,0,1,0,0,0,1,0,Pavement Defective,Motorcycle
3251,2718484,BELT PARKWAY,,2019-11-28 23:05:00+00,40.66584,-73.75551,Queens,,4249323,0,0,3,0,0,0,3,0,"Following Too Closely,Unspecified","Sedan,Sedan"
3252,2718487,FARMERS BOULEVARD,,2019-11-28 18:50:00+00,40.69886,-73.76271,Queens,,4250684,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
3253,2718478,NARROWS ROAD NORTH,,2019-11-28 17:05:00+00,40.610897,-74.10001,Staten Island,10301,4250605,0,0,3,0,0,0,3,0,"Animals Action,Following Too Closely","Sedan,Sedan"
3254,2718489,31 STREET,,2019-11-28 20:20:00+00,40.77613,-73.910706,Queens,11105,4249767,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Taxi
3255,2718498,EASTERN PARKWAY,,2019-11-28 13:12:00+00,40.66895,-73.9339,Brooklyn,,4251312,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Bike
3256,2718514,MURRAY STREET,,2019-11-28 13:44:00+00,40.76315,-73.81261,Queens,11354,4249036,1,0,0,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
3257,2718515,4 AVENUE,,2019-11-28 01:07:00+00,40.65543,-74.003265,Brooklyn,11232,4248877,0,0,0,0,1,0,1,0,Drugs (illegal),Sedan
3258,2718507,JEROME AVENUE,,2019-11-28 13:00:00+00,40.83611,-73.92238,Bronx,,4249798,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3259,2718517,STANLEY AVENUE,,2019-11-28 23:35:00+00,40.6647,-73.87149,Brooklyn,,4250312,0,0,3,0,0,0,3,0,"Unspecified,Unspecified","Sedan,Sedan"
3260,2718530,JEROME AVENUE,,2019-11-28 03:40:00+00,40.858707,-73.9037,Bronx,10453,4248867,0,0,0,0,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle
3261,2718593,,1203      WESTCHESTER AVENUE,2019-11-27 19:50:00+00,40.825665,-73.89,Bronx,10459,4254900,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Pick-up Truck"
3262,2718613,WILLIAMSBRIDGE ROAD,,2019-11-27 17:15:00+00,40.844486,-73.846245,Bronx,10461,4250416,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified",Sedan
3263,2718614,AVENUE K,,2019-11-27 09:15:00+00,40.62553,-73.932434,Brooklyn,11234,4248643,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3264,2718606,BELT PARKWAY,,2019-11-27 17:46:00+00,40.58273,-73.97494,Brooklyn,,4248778,0,0,3,0,0,0,3,0,"Unsafe Speed,Unspecified","Station Wagon/Sport Utility Vehicle,4 dr sedan"
3265,2718618,AVENUE Y,,2019-11-27 17:25:00+00,40.591686,-73.94021,Brooklyn,11235,4248820,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3266,2718619,DIVISION AVENUE,,2019-11-27 14:30:00+00,40.70711,-73.95672,Brooklyn,,4250506,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Sedan,Taxi"
3267,2718630,EAST 149 STREET,,2019-11-27 13:20:00+00,40.815697,-73.91678,Bronx,10455,4249072,1,0,0,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
3268,2718622,MERMAID AVENUE,,2019-11-27 19:30:00+00,40.574986,-73.99962,Brooklyn,11224,4249113,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
3269,2718633,BELT PARKWAY,,2019-11-27 15:15:00+00,40.666573,-73.811775,Queens,,4248937,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3270,2718652,CROSS ISLAND PARKWAY,,2019-11-27 17:15:00+00,,,,,4248723,0,0,2,0,0,0,2,0,"Brakes Defective,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3271,2718644,,1400      PELHAM PARKWAY SOUTH,2019-11-27 08:30:00+00,40.857365,-73.84657,Bronx,10461,4251202,0,0,2,0,0,0,2,0,Driver Inattention/Distraction,Sedan
3272,2718686,BROADWAY,,2019-11-27 19:00:00+00,40.74664,-73.891396,Queens,11373,4249959,0,0,0,0,1,0,1,0,Unspecified,4 dr sedan
3273,2718692,CLEARVIEW EXPRESSWAY,,2019-11-27 06:30:00+00,,,,,4248504,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified",Station Wagon/Sport Utility Vehicle
3274,2718698,LIBERTY AVENUE,,2019-11-27 11:00:00+00,40.704582,-73.78486,Queens,11433,4248637,0,0,4,0,0,0,4,0,"Unsafe Speed,Failure to Yield Right-of-Way","Sedan,Sedan"
